PROD_CD,PROD_NAME,MODEL_NAME,UNIT_PRICE
CAB-HD2003,"[LANstar] HDMI 2.0 연장 케이블 1M , 4K 60Hz [20204] (170개)",LS-HDMI-HMF-1M,2200
CAB-HD2004,"[LANstar] HDMI 2.0 연장 케이블 2M , 4K 60Hz [20205] (90개)",LS-HDMI-HMF-2M,2600
CAB-HD2005,"[LANstar] HDMI 2.0 연장 케이블 3M , 4K 60Hz [20206](80개)",LS-HDMI-HMF-3M,3000
CAB-HD2006,"[LANstar] HDMI 2.0 연장 케이블 5M , 4K 60Hz [20207](50개)",LS-HDMI-HMF-5M,4500
CAB-HD2007,"[LANstar] HDMI to Micro HDMI 2.0 케이블 1m , 4K 60Hz [20208](200개)",LS-HDMI-AD20-1M,2200
CAB-HD2008,"[LANstar] HDMI to Micro HDMI 2.0 케이블 1.5m , 4K 60Hz [20209](180개)",LS-HDMI-AD20-1.5M,2400
CAB-HD2009,"[LANstar] HDMI to Micro HDMI 2.0 케이블 2m , 4K 60Hz [20210](100개)",LS-HDMI-AD20-2M,2700
CAB-HD2010,"[LANstar] HDMI to Micro HDMI 2.0 케이블 3m , 4K 60Hz [20211](90개)",LS-HDMI-AD20-3M,3200
CAB-HD2011,"[LANstar] HDMI to Micro HDMI 2.0 케이블 5m , 4K 60Hz [20212](60개)",LS-HDMI-AD20-5M,4000
CAB-HD2013,"[LANstar] HDMI 2.1 케이블 1M , 8K 60Hz [20219] (100개)",LS-HDMI21-1M,8000
CAB-HD2014,"[LANstar] HDMI 2.1 케이블 2M , 8K 60Hz [20220] (70개)",LS-HDMI21-2M,9000
CAB-HD2015,"[LANstar] HDMI 2.1 케이블 3M , 8K 60Hz [20221] (50개)",LS-HDMI21-3M,10000
CAB-HD2016,"[LANstar] HDMI 2.0 케이블 , 0.3M , 골드메탈 케이스 , 4K 60Hz , 30AWG [20225] (250개)",LS-HDMT-0.3M,1500
CAB-HD2017,"[LANstar] HDMI 2.0 케이블 , 1M , 골드메탈 케이스 , 4K 60Hz , 30AWG [20226] (170개)",LS-HDMT-1M,1800
CAB-HD2018,"[LANstar] HDMI 2.0 케이블 , 2M , 골드메탈 케이스 , 4K 60Hz , 30AWG [20227] (90개)",LS-HDMT-2M,2600
CAB-HD2019,"[LANstar] HDMI 2.0 케이블 , 3M , 골드메탈 케이스 , 4K 60Hz , 30AWG [20228] (80개)",LS-HDMT-3M,3500
CAB-HD2020,"[LANstar] HDMI 2.0 케이블 , 5M , 골드메탈 케이스 , 4K 60Hz , 30AWG [20229] (50개)",LS-HDMT-5M,4800
CAB-HD2021,"[LANstar] HDMI 2.0 케이블 , 10M , 골드메탈 케이스 , 4K 60Hz , 26+28AWG [20230] (22개)",LS-HDMT-10M,12000
CAB-HD2022,"[LANstar] HDMI 2.0 케이블 , 15M , 골드메탈 케이스 , 4K 60Hz , 26+28AWG [20231] (14개)",LS-HDMT-15M,16000
CAB-HD2023,"[LANstar] HDMI 2.0 케이블 , 20M , 골드메탈 케이스 , 4K 60Hz , 26+28AWG [20232] (8개)",LS-HDMT-20M,25000
CAB-HD2032,"[LANstar] HDMI to Mini HDMI 2.0 케이블 1m , 4K 60Hz [20333](170)",LS-HDMI-AC20-1M,2200
CAB-HD2033,"[LANstar] HDMI to Mini HDMI 2.0 케이블 1.5m , 4K 60Hz [20334](120)",LS-HDMI-AC20-1.5M,2400
CAB-HD2034,"[LANstar] HDMI to Mini HDMI 2.0 케이블 2m , 4K 60Hz [20335](90)",LS-HDMI-AC20-2M,2700
CAB-HD2035,"[LANstar] HDMI to Mini HDMI 2.0 케이블 3m , 4K 60Hz [20336](80)",LS-HDMI-AC20-3M,3200
CAB-HD2036,"[LANstar] HDMI to Mini HDMI 2.0 케이블 5m , 4K 60Hz [20337](50)",LS-HDMI-AC20-5M,4000
CAB-HD2043,"[LANstar] HDMI 2.1 케이블 5M , 8K 60Hz [30412](30개)(30개)",LS-HDMI21-5M,18000
CAB-HD2047,[LANstar] HDMI 2.1 케이블 1m [30426] (120개),LS-HD21-1M,2900
CAB-HD2048,[LANstar] HDMI 2.1 케이블 1.5m [30427] (100개),LS-HD21-1.5M,3300
CAB-HD2049,[LANstar] HDMI 2.1 케이블 2m [30428](80개),LS-HD21-2M,3700
CAB-HD2050,[LANstar] HDMI 2.1 케이블 3m [30429] (60개),LS-HD21-3M,6400
CAB-HD2051,[LANstar] HDMI 2.1 케이블 5m [30430] (30개),LS-HD21-5M,13900
CAB-HD2187,"[LANstar] HDMI2.1v AOC 옥외용 릴 케이블, 50M [39838]",LS-HD21R-50M,195000
CAB-HD2188,"[LANstar] HDMI2.1v AOC 옥외용 릴 케이블, 80M [39839]",LS-HD21R-80M,280000
CAB-HDC001,[LANstar] HDMI to DVI 케이블 젠더 0.15m [30493] (500개),LS-HD2DVIG,2200
CAB-HDC002,[LANstar] DVI to HDMI 케이블 젠더 0.15m [30494] (500개),LS-DVI2HDG,2100
CAB-HDD001,[LANstar] DVI to HDMI 케이블 DVI 18+1 / HDMI 1.5M [10249] (120개),LS-DVI19M-HDMI-1.5M,2500
CAB-HDD002,[LANstar] DVI to HDMI 케이블 DVI 18+1 / HDMI 3M [10250] (80개),LS-DVI19M-HDMI-3M,3000
CAB-HDD003,[LANstar] DVI to HDMI 케이블 DVI 18+1 / HDMI 5M [10251] (50개),LS-DVI19M-HDMI-5M,4000
CAB-HDD004,[LANstar] DVI to HDMI 케이블 DVI 18+1 / HDMI 10M [10252] (24개),LS-DVI19M-HDMI-10M,7000
CAB-HDD005,"[LANstar] DVI 블루메탈 케이블 , DVI／M-HDMI19／M, Blue,4K 60Hz, 1.5M[10245] ★★단종 --> 20233으로 대체",LS-DVIS-HDMI-B1.5M,5500
CAB-HDD006,"[LANstar] DVI 블루메탈 케이블 , DVI／M-HDMI19／M, Blue, 4K 60Hz, 3M[10246] (35개)",LS-DVIS-HDMI-B3M,5500
CAB-HDD007,"[LANstar] DVI 블루메탈 케이블 , DVI／M-HDMI19／M, Blue, 4K 60Hz, 5M [10247](30개)★★할인제외★★",LS-DVIS-HDMI-B5M,2000
CAB-HDD008,"[LANstar] DVI 블루메탈 케이블 , DVI／M-HDMI19／M, Blue, 4K 30Hz, 10M[10248] (16개)",LS-DVIS-HDMI-B10M,3000
CAB-HDD220,[LANstar] DVI to HDMI 케이블 DVI 18+1 / HDMI 15M [11064] (10개),LS-DVI19M-HDMI-15M,14000
CAB-HDD221,[LANstar] DVI to HDMI 케이블 DVI 18+1 / HDMI 20M [11065] (7개),LS-DVI19M-HDMI-20M,20000
CAB-HDD244,"[LANstar] HDMI 2,0 to DVI 싱글(18+1) 블루메탈 케이블 , 1.5M , 4K 60Hz , 30AWG [20233] (120개)",LS-HD2DVT-1.5M,2900
CAB-HDD245,"[LANstar] HDMI 2,0 to DVI 싱글(18+1) 블루메탈 케이블 , 3M , 4K 60Hz , 30AWG [20234] (80개)",LS-HD2DVT-3M,3500
CAB-HDD246,"[LANstar] HDMI 2,0 to DVI 싱글(18+1) 블루메탈 케이블 , 5M , 4K 60Hz , 30AWG [20235] (50개)",LS-HD2DVT-5M,4200
CAB-HDD247,"[LANstar] HDMI 1,4 to DVI 싱글(18+1) 블루메탈 케이블 , 10M , 4K 30Hz ,28AWG [20236] (24개)",LS-HD2DVT-10M,7500
CAB-HDD248,"[LANstar] HDMI 1,4 to DVI 싱글(18+1) 블루메탈 케이블 , 15M , 4K 30Hz , 26+28AWG [20237] (14개)",LS-HD2DVT-15M,12500
CAB-HDD249,"[LANstar] HDMI 1,4 to DVI 싱글(18+1) 블루메탈 케이블 , 20M , 4K 30Hz , 26+28AWG [20238] (8개)",LS-HD2DVT-20M,21000
CAB-HDD314,[LANstar] DVI to HDMI 케이블 DVI 18+1 / HDMI 1M [30628] (120개),LS-DVI19M-HDMI-1M,2000
CAB-HDD315,[LANstar] DVI to HDMI 케이블 DVI 18+1 / HDMI 2M [30629] (90개),LS-DVI19M-HDMI-2M,2700
CAB-HDF001,"[LANstar] HDMI평면1.4케이블 , Flat HDMI 19P M／M, 4K 60Hz, 1.5M[10229]",LS-HDMI-FMM-1.5M,1500
CAB-HDF002,"[LANstar] HDMI평면1.4케이블 , Flat HDMI 19P M／M, 4K 60Hz, 3M[10230]",LS-HDMI-FMM-3M,1800
CAB-HDF003,"[LANstar] HDMI평면1.4케이블 , Flat HDMI 19P M／M, 4K 30Hz, 5M[10231]",LS-HDMI-FMM-5M,3000
CAB-HDI047,[LANstar] XT60H 암수 12AWG 연장케이블 50cm [30698][500],LS-XT60H,9000
CAB-HDL001,"[LANstar] HDMI1.4 잠금케이블, 19P M／M, 나사고정형, Black, 4K 60Hz, 2M[10237]",LS-HDMI-LOCK-2M,1000
CAB-HDL002,"[LANstar] HDMI1.4 잠금케이블, 19P M／M, 나사고정형, Black, 4K 60Hz, 5M[10238]",LS-HDMI-LOCK-5M,1500
CAB-HDM401,"[LANstar] HDMI 1.4 케이블 ,19P M／M, Black, 4K*2K 60Hz, 1.5M[10216] (120개)-->20198로 대체",LS-HDMI-EMM-1.5M,1200
CAB-HDM402,"[LANstar] HDMI 1.4 케이블 ,19P M／M, Black, 4K*2K 60Hz, 3M[10218] (70개)-->20198로 대체",LS-HDMI-EMM-3M,1600
CAB-HDM403,"[LANstar] HDMI 1.4 케이블 ,19P M／M, Black, 4K*2K 60Hz, 5M[10219] (50개) ★단종 20201로 대체★",LS-HDMI-EMM-5M,2500
CAB-HDM404,"[LANstar] HDMI 1.4 케이블 ,19P M／M, Black, 4K*2K 60Hz, 10M[10220] (24개) ★단종 20202로 대체★",LS-HDMI-EMM-10M,6500
CAB-HDM411,"[LANstar] HDMI 1.4(2.0)케이블 ,Gold Metal, 4K*2K 60Hz, 1.5M[10225] (50개)",LS-HDMI-MT-EMM-1.5M,4500
CAB-HDM412,"[LANstar] HDMI 1.4(2.0)케이블 ,Gold Metal,4K*2K 60Hz, 3M[10226](30개)",LS-HDMI-MT-EMM-3M,5800
CAB-HDM417,"[LANstar] HDMI 1.4 케이블, 19P M／M, Black, 4K*2K 60Hz, 2M[10217] (100개)--20199로 대체",LS-HDMI-EMM-2M,1300
CAB-HDM426,"[LANstar] HDMI 마이크로케이블 , HDMI A／M-Micro D／M, 4K 60Hz, 1.5M[10242] (160개)",LS-HD-MICRO-1.5M,2500
CAB-HDM435,"[LANstar] HDMI 마이크로케이블 , HDMI A／M-Micro D／M, 4K 60Hz, 3M[10243] (110개)",LS-HD-MICRO-3M,3200
CAB-HDM477,"[LANstar] HDMI 1.4(2.0)케이블 그린메탈, 4K*2K 60Hz, 1.5M [10743] (120개)",LS-HDMI-GNM14-1.5M,1000
CAB-HDM481,"[LANstar] HDMI 마이크로젠더 HDMI AF-Micro DM 4K 60Hz, 0.15m [20103]",LS-HD-MICRO-0.15M,2000
CAB-HDM485,"[LANstar] HDMI 1.4(2.0)케이블 그린메탈, 4K*2K 60Hz, 3M [10744]",LS-HDMI-GNM14-3M,2000
CAB-HDM493,"[LANstar] 미니HDMI케이블 , HDMI A/F-Mini C/M, 4K 60Hz, 0.15M[20102] [구분1]",LS-HDGC-AFCM-0.15M,2500
CAB-HDM501,"[LANstar] HDMI 마이크로케이블 , HDMI A／M-Micro D／M, 4K 60Hz, 5M (70개) [10244]",LS-HD-MICRO-5M,4000
CAB-HDM897,"[LANstar] HDMI 판넬형 케이블, HDMI/F TO HDMI/F, Screw, Black, 0.2M [10942]",LS-HDFF-S0.2M,2900
CAB-HDM899,"[LANstar] 광 hdmi 1.4 광케이블 , HDMI 19P M/M, Black, Optical, 150M[10714]**할인제외**",LS-HDMI-2MM-H3M,300000
CAB-HDM900,"[LANstar] [10948] HDMI 2.0 케이블/Real 18G 지원, 4K*2K 60Hz, black, (36개) 5M ★★단종★★",LS-HDMI-2MM-H5M,6500
CAB-HDM901,"[LANstar] HDMI 2.0 리피터 케이블 4K*2K 60Hz, black, 10M (8개) [10949]",LS-HDMI-2MM-10MC,35500
CAB-HDM902,"[LANstar] HDMI 2.0 리피터 케이블 4K*2K 60Hz, black, 15M (8개) [10950]",LS-HDMI-2MM-15MC,41500
CAB-HDM903,"[LANstar] HDMI 2.0 리피터 케이블 4K*2K 60Hz, black, 20M (8개) [10951]",LS-HDMI-2MM-20MC,48500
CAB-HDM927,"[LANstar] HDMI 2.0 리피터 케이블 4K*2K 60Hz, black, 25M (8개) [11018]",LS-HDMI-2MM-25MC,56500
CAB-HDM928,"[LANstar] HDMI 2.0 리피터 케이블 4K*2K 60Hz, black, 30M (8개) [11019]",LS-HDMI-2MM-30MC,62000
CAB-HDM963,"[LANstar] HDMI 2.0 케이블 ,19P M／M, Black, 4K*2K 60Hz, 0.3M (250개) [11028]",LS-HDMI-HMM-0.3M,1000
CAB-HDM964,"[LANstar] HDMI 2.0 케이블 ,19P M／M, Black, 4K*2K 60Hz, 1M (170개) [11029]",LS-HDMI-HMM-1M,1300
CAB-HDM965,"[LANstar] HDMI 2.0 케이블 ,19P M／M, Black, 4K*2K 60Hz, 2M (90개) [11031]",LS-HDMI-HMM-2M,1700
CAB-HDM966,"[LANstar] HDMI 2.0 케이블 ,19P M／M, Black, 4K*2K 60Hz, 3M (80개) [11032]",LS-HDMI-HMM-3M,2000
CAB-HDM967,"[LANstar] HDMI 2.0 케이블 ,19P M／M, Black, 4K*2K 60Hz, 5M (50개) [11033]",LS-HDMI-HMM-5M,2900
CAB-HDM968,"[LANstar] HDMI 2.0 케이블 ,19P M／M, Black, 4K*2K 60Hz, 7M [11034] (24개)",LS-HDMI-HMM-7M,7000
CAB-HDM969,"[LANstar] HDMI 2.0 케이블 ,19P M／M, Black, 4K*2K 60Hz, 10M [18068] (22개)",LS-HDMI-HMM-10M,10000
CAB-HDM970,"[LANstar] HDMI 2.0 케이블 ,19P M／M, Black, 4K*2K 60Hz, 1.5M (120개) [11030]",LS-HDMI-HMM-1.5M,1500
CAB-HDM974,"[LANstar] HDMI 2.0 메탈케이블 ,Gold Metal, 4K*2K 60Hz, 1.5M[11080]★★할인제외★★ (80개)",LS-HDMI-MT-HMM-1.5M★골드메탈★,2500
CAB-HDM975,"[LANstar] HDMI 2.0 메탈케이블 ,Gold Metal, 4K*2K 60Hz, 3M (50개) [11081]",LS-HDMI-MT-HMM-3M★골드메탈★,5500
CAB-HDM976,"[LANstar] HDMI 2.0 메탈케이블 ,Gold Metal, 4K*2K 60Hz, 5M (20개) [11082]",LS-HDMI-MT-HMM-5M★골드메탈★,8000
CAB-HDM977,"[LANstar] HDMI 2.0 메탈케이블 ,Gold Metal, 4K*2K 60Hz, 10M (16개) [11083]",LS-HDMI-MT-HMM-10M★골드메탈★,14500
CAB-HDM996,"[LANstar] HDMI 2.0 케이블 ,19P M／M, Black, 4K*2K 60Hz, 15M [18069](14개)",LS-HDMI-HMM-15M,16000
CAB-HDM997,"[LANstar] HDMI 2.0 케이블 ,19P M／M, Black, 4K*2K 60Hz, 20M [18070](8개)",LS-HDMI-HMM-20M,24000
CAB-HDN001,"[LANstar] HDMI미니1.4케이블 , A／M-C／M, Mini, 4K*2K 60Hz, 1.5M (120개) [10239]",LS-HDMI-AC14-1.5M,3000
CAB-HDN002,"[LANstar] HDMI미니1.4케이블 , A／M-C／M, Mini, 4K*2K 60Hz, 3M (70개) [10240]★단종★ 대체품 20336",LS-HDMI-AC14-3M,4000
CAB-HDN003,"[LANstar] HDMI미니1.4케이블 , A／M-C／M, Mini, 4K*2K 60Hz, 5M (50개) [10241]★단종★ 대체품 20337",LS-HDMI-AC14-5M,4500
CAB-HDO002,"[LANstar] 광 hdmi 1.4 광케이블 , 19P M/M, Black, Optical,4K*2K 60Hz 30M[10708]**할인제외**",LS-HDMI-OPT-30M,150000
CAB-HDO003,"[LANstar] 광 hdmi 1.4 광케이블 , HDMI 19P M/M, Black, Optical, 40M(6) [10709]",LS-HDMI-OPT-40M,216700
CAB-HDO004,"[LANstar] 광 hdmi 1.4 광케이블 , HDMI 19P M/M, Black, Optical, 50M(6) [10710]**할인제외**",LS-HDMI-OPT-50M,160000
CAB-HDO005,"[LANstar] 광 hdmi 1.4 광케이블 , HDMI 19P M/M, Black, Optical, 60M(4) [10711]",LS-HDMI-OPT-60M,245000
CAB-HDO006,"[LANstar] 광 hdmi 1.4 광케이블 , HDMI 19P M/M, Black, Optical, 80M(4) [10712]",LS-HDMI-OPT-80M,272000
CAB-HDO007,"[LANstar] 광 hdmi 1.4 광케이블 , HDMI 19P M/M, Black, Optical, 100M[10713]",LS-HDMI-OPT-100M,306000
CAB-HDO009,"[LANstar] 광 hdmi 1.4 광케이블 , HDMI 19P M/M, Black, Optical, 200M[10715]**할인제외**",LS-HDMI-OPT-200M,350000
CAB-HDO017,"[LANstar] HDMI REAL 2.0 하이브리드 광케이블 , 19P M/M, Black, 4K*2K 60Hz 10M [11041] (10개)",LS-HDMI-HYB-R10M,50000
CAB-HDO018,"[LANstar] HDMI REAL 2.0 하이브리드 광케이블 , 19P M/M, Black, 4K*2K 60Hz 15M[11042](10)",LS-HDMI-HYB-R15M,60000
CAB-HDO019,"[LANstar] HDMI REAL 2.0 하이브리드 광케이블 , 19P M/M, Black, 4K*2K 60Hz 20M[11043](10)",LS-HDMI-HYB-R20M,70000
CAB-HDO020,"[LANstar] HDMI REAL 2.0 하이브리드 광케이블 , 19P M/M, Black, 4K*2K 60Hz 30M[11044](10)",LS-HDMI-HYB-R30M,80000
CAB-HDO021,"[LANstar] HDMI REAL 2.0 하이브리드 광케이블 , 19P M/M, Black, 4K*2K 60Hz 40M[11045] (6)",LS-HDMI-HYB-R40M,100000
CAB-HDO022,"[LANstar] HDMI REAL 2.0 하이브리드 광케이블 , 19P M/M, Black, 4K*2K 60Hz 50M [11046] (6개)",LS-HDMI-HYB-R50M,120000
CAB-HDO023,"[LANstar] HDMI REAL 2.0 하이브리드 광케이블 , 19P M/M, Black, 4K*2K 60Hz 60M [11047] (6개)",LS-HDMI-HYB-R60M,140000
CAB-HDO024,"[LANstar] HDMI REAL 2.0 하이브리드 광케이블 , 19P M/M, Black, 4K*2K 60Hz 80M [11048] (6개)",LS-HDMI-HYB-R80M,160000
CAB-HDO025,"[LANstar] HDMI REAL 2.0 하이브리드 광케이블 , 19P M/M, Black, 4K*2K 60Hz 100M [11049]",LS-HDMI-HYB-R100M,180000
CAB-HDO051,[LANstar] USB3.0 AOC 연장 리피터 케이블 10m [30503](10개),LS-U30AOC10,70000
CAB-HDO052,[LANstar] USB3.0 AOC 연장 리피터 케이블 20m [30504](10개),LS-U30AOC20,85000
CAB-HDO053,[LANstar] USB3.0 AOC 연장 리피터 케이블 30m [30505](10개),LS-U30AOC30,100000
CAB-HDO054,[LANstar] USB3.0 AOC 연장 리피터 케이블 50m [30506](10개),LS-U30AOC50,120000
CAB-HDO055,[LANstar] HDMI2.0 광 AOC 배관용 분리형 케이블 10m [30507] (10개),LS-H20AOC10,49000
CAB-HDO056,[LANstar] HDMI2.0 광 AOC 배관용 분리형 케이블 20m [30508] (10개),LS-H20AOC20,52000
CAB-HDO057,[LANstar] HDMI2.0 광 AOC 배관용 분리형 케이블 30m [30509] (10개),LS-H20AOC30,63000
CAB-HDO058,[LANstar] HDMI2.0 광 AOC 배관용 분리형 케이블 50m [30510] (10개),LS-H20AOC50,80000
CAB-HDO059,[LANstar] HDMI2.0 광 AOC 배관용 분리형 케이블 80m [30511] (6개),LS-H20AOC80,100000
CAB-HDO060,[LANstar] HDMI2.0 광 AOC 배관용 분리형 케이블 100m [30512] (6개),LS-H20AOC100,120000
CAB-HDO092,[LANstar] HDMI 2.0 AOC케이블 10M [30664] (10개),LS-HDAOC-10M,26000
CAB-HDO093,[LANstar] HDMI 2.0 AOC케이블 20M [30665] (10개),LS-HDAOC-20M,32000
CAB-HDO094,[LANstar] HDMI 2.0 AOC케이블 30M [30666] (10개),LS-HDAOC-30M,39000
CAB-HDO095,[LANstar] HDMI 2.0 AOC케이블 50M [30667] (10개),LS-HDAOC-50M,60000
CAB-HDO096,[LANstar] HDMI 2.0 AOC케이블 80M [30668] (6개),LS-HDAOC-80M,85000
CAB-HDO097,[LANstar] HDMI 2.0 AOC케이블 100M [30669] (6개),LS-HDAOC-100M,100000
CAB-HDO098,"[LANstar] DisplayPort케이블 1.4v , AOC케이블 10M [30670] (10개)",LS-DPAOC-10M,40000
CAB-HDO099,"[LANstar] DisplayPort케이블 1.4v , AOC케이블 20M [30671] (10개)",LS-DPAOC-20M,45000
CAB-HDO100,"[LANstar] DisplayPort케이블 1.4v , AOC케이블 30M [30672] (10개)",LS-DPAOC-30M,55000
CAB-HDO101,"[LANstar] DisplayPort케이블 1.4v , AOC케이블 50M [30673] (10개)",LS-DPAOC-50M,70000
CAB-HDO118,[LANstar] HDMI2.0 광 AOC 배관용 분리형 케이블 15m [30728] (10개),LS-H20AOC15,50000
CAB-HDO119,[LANstar] HDMI 2.0 AOC케이블 15M [30727] (10개),LS-HDAOC-15M,29000
CAB-HDR001,"[LANstar] HDMI회전1.3케이블 ,HDMI19P M／M, 360도,4K 60Hz, 1.5M[10233] (100개)",LS-HDMI-RMM-1.5M,1000
CAB-HDR002,"[LANstar] HDMI회전1.3케이블 ,HDMI19P M／M, 360도, 4K 60Hz, 3M[10234] (60개)",LS-HDMI-RMM-3M,1200
CAB-HDT003,"[LANstar] HDMI 2.0 케이블, M/M, 4K*2K 30Hz, 5M[10727] (50개)",LS-HDMI-2MM-5M,5000
CAB-HDT004,"[LANstar] HDMI 1.4 리피터 케이블(IC칩셋) 4K*2K 30Hz, 10M[10717] (8개)",LS-HDMI-EXT-10M,23000
CAB-HDT005,"[LANstar] HDMI 1.4 리피터 케이블(IC칩셋) 4K*2K 30Hz, 15M[10718] (8개)",LS-HDMI-EXT-15M,28000
CAB-HDT006,"[LANstar] HDMI 1.4 리피터 케이블(IC칩셋) 4K*2K 30Hz, 20M[10719] (8개)",LS-HDMI-EXT-20M,40000
CAB-HDT007,"[LANstar] HDMI 1.4 리피터 케이블(IC칩셋) 4K*2K 30Hz, 30M[10720] (8개)",LS-HDMI-EXT-30M,48000
CAB-HDT012,"[LANstar] HDMI 2.0 케이블, M/M,Metal,Violet, 4K*2K 60Hz, 2M [10832]",LS-HDMI-2MM-2MH 바이올렛,6000
CAB-HDT013,"[LANstar] HDMI 2.0 케이블, M/M,Metal,Violet, 4K*2K 60Hz, 3M [10833]",LS-HDMI-2MM-3MH 바이올렛,7000
CAB-HDT014,"[LANstar] HDMI 2.0 케이블, M/M,Metal,Violet, 4K*2K 60Hz, 5M [10834]",LS-HDMI-2MM-5MH 바이올렛,8800
CAB-HD젠003,"[LANstar] HDMI 2.0 리피터, 최대 25m 증폭 [30366]",LS-HD20EX,15000
CAB-HMF001,"[LANstar] HDMI 연장케이블, 19P M／F, Black, 4K 60Hz, 2M[10223] (100개)",LS-HDMI-EMF-2M,2000
CAB-HMF006,"[LANstar] HDMI 연장케이블, 19P M／F, Black, 4K 30Hz, 5M[10224] (50개)",LS-HDMI-EMF-5M,3500
CAB-HMF010,"[LANstar] HDMI 연장케이블, 19P M／F, Black, 4K 60Hz, 1M [10823]-->20204로 대체",LS-HDMI-EMF-1M,2000
CAB-HMF011,"[LANstar] HDMI 판넬형케이블 19P M/F SCREW 나사고정, 4K*2K 60Hz, 1M[10836](125개)",LS-HDMI-SMF-1M,2800
CAB-HMF012,"[LANstar] HDMI 판넬형케이블 19P M/F SCREW 나사고정, 4K*2K 60Hz, 2M[10837](100개)",LS-HDMI-SMF-2M,3500
CAB-HMF013,"[LANstar] HDMI 판넬형케이블 19P M/F SCREW 나사고정, 4K*2K 60Hz, 3M[10838] (60개)",LS-HDMI-SMF-3M,4500
CAB-HMF018,"[LANstar] HDMI 2.0 연장 케이블, 19P M／F, Black, 4K 60Hz, 0.15M [11022]",LS-HDMI-EMF-0.15M,1600
CAB-HMM002,"[LANstar] HDMI 2.0 케이블 ,19P M／M, Black, 4K*2K 60Hz, 0.15M [11027](300개)",LS-HDMI-HMM-0.15M,900
CAB-KFF001,"[LANstar] KVM연장케이블 , KMM all M／F 1.8M[10546] (25개)",LS-KVM-EXTMF-1.8M,4200
CAB-KFF006,"KVM연장케이블 , KMM all M／F 10M(LANstar)",LS-KVM-EXTMF-10M,13000
CAB-KVF001,"[LANstar] KVM케이블 , 15M／F 1.8M[10542] (30개)",LS-KVM-15MF-1.8M,4200
CAB-KVF002,"[LANstar] KVM케이블 , 15M／F 3M[10543] (20개)",LS-KVM-15MF-3M,3000
CAB-KVF003,"[LANstar] KVM케이블 , 15M／F 5M[10544] (16개)",LS-KVM-15MF-5M,5000
CAB-KVF004,"[LANstar] KVM케이블 , 15M／F 10M[10545] (10개)",LS-KVM-15MF-10M,10000
CAB-KVM001,"[LANstar] KVM케이블 , 15M／M 1.8M[10538] (30개)",LS-KVM-15MM-1.8M,4200
CAB-KVM002,"[LANstar] KVM케이블 , 15M／M 3M[10539] (20개) ]★★할인제외★★",LS-KVM-15MM-3M,3000
CAB-KVM003,"[LANstar] KVM케이블 , 15M／M 5M[10540] (16개) ★★할인제외★★",LS-KVM-15MM-5M,4000
CAB-LED001,CHECKER-스마트 LED 체커기 [18065])★★할인제외★★,RJ-C1000,30000
CAB-LED002,OneWay-스마트 LED 연장 케이블 [18066])★★할인제외★★,RJ-W0120,7500
CAB-LED003,RJLED용 스마트 LED 전용콘넥터 [18067]) (100개입/1박스) ★★할인제외★★,RJLED-RJ45 1박스(100개),400000
CAB-PS2001,"[LANstar] PS2키보드케이블 , DIN6P M／M 1.8M[10530] (120개)",LS-PS2-6MM-1.8M,900
CAB-PS2002,"[LANstar] PS2키보드케이블 , DIN6P M／M 5M[10531] (76개)",LS-PS2-6MM-5M,1400
CAB-PS2003,"[LANstar] PS2키보드케이블 , DIN6P M／M 10M[10532] (45개)",LS-PS2-6MM-10M,2400
CAB-PS2004,"[LANstar] PS2키보드연장케이블 ,DIN6P M／F 1.8M[10533] (120개)",LS-PS2-6MF-1.8M,900
CAB-PS2005,"[LANstar] PS2키보드연장케이블 , DIN6P M／F 5M[10534] (76개)",LS-PS2-6MF-5M,1400
CAB-PS2006,"[LANstar] PS2키보드연장케이블 , DIN6P M／F 10M[10535] (45개)",LS-PS2-6MF-10M,2400
CAB-PS2010,"[LANstar] PS2 케이블 , DIN6P/M-DIN6P/M, 0.15M[20118]",LS-GEN-PS2MMC-0.15M,800
CAB-PS2013,"[LANstar] PS2 SCREW 케이블 , DIN6P／F-Power 4P, 1M[10537]",LS-PS2-SC4P-1M,1600
CAB-PS2114,"[LANstar] PS2키보드케이블 , DIN6P M／M 0.15M[20325](500개)",LS-PS2-6MM-0.15M,800
CAB-PS2115,"[LANstar] PS2키보드케이블 , DIN6P M／F 0.15M[20326]",LS-PS2-6MF-0.15M,800
CAB-RG고036,[LANstar] 고급 RGB 모니터케이블 2990 UL인증 3+6C M/M 1.8M [10265] (60개),LS-HRGB-15MM-1.8M,5000
CAB-RG고037,[LANstar] 고급 RGB 모니터케이블 2990 UL인증 3+6C M/M 3M [10266] (32개),LS-HRGB-15MM-3M,6000
CAB-RG고038,[LANstar] 고급 RGB 모니터케이블 2990 UL인증 3+6C M/M 5M [10267] (30개),LS-HRGB-15MM-5M,8000
CAB-RG고039,[LANstar] 고급 RGB 모니터케이블 2990 UL인증 3+6C M/M 10M [10268] (16개),LS-HRGB-15MM-10M,10000
CAB-RG고040,[LANstar] 고급 RGB 모니터케이블 2990 UL인증 3+6C M/M 15M [10269] (12개),LS-HRGB-15MM-15M,14000
CAB-RG고041,[LANstar] 고급 RGB 모니터케이블 2990 UL인증 3+6C M/M 20M [10270] (10개),LS-HRGB-15MM-20M,18000
